Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills,T5-Kills,Dead Troops,Governor ID,exactName,Power,T4-Kills Gained,T5-Kills Gained,Dead Troops Gained
134416951,ᴮᴰ Agostini,19.239.254,321.652,17.097,232.127,133818240,҉ Boyka   ҉,17.362.971,163.342,1.009,274.457,133818240,҉ Boyka   ҉,17.362.971,,,
134434868,MicroBaby,19.125.483,59.734,406,109.021,133728309,ᴮˢlᵘâȵ㋡,17.340.887,599.226,1.480,18.994,133728309,ᴮˢlᵘâȵ㋡,17.340.887,,,
134571102,Cam1469,19.036.170,1.026.399,176.347,348.677,134636369,HaleyAsHecc,17.301.919,398.622,0,48.201,134636369,HaleyAsHecc,17.301.919,,,
134366614,ᶜⁿScuzz,18.954.463,66.124,119,42.901,133924235,ᴮᶠ AviBaby,17.293.807,149.350,0,18.084,133924235,ᴮᶠ AviBaby,17.293.807,,,
134462242,ᴮᴹDurtyGurl,18.909.138,268.231,11.834,40.304,134589821,iPhan,17.280.095,32.454,0,103.621,134589821,iPhan,17.280.095,,,
134379923,LOORD ABN,18.934.817,455.021,30.151,212.370,134412759,ᴮᴹblackenhh,17.215.471,1.784.687,7.792,398.916,134412759,ᴮᴹblackenhh,17.215.471,,,
135241302,ᶜⁿ Bachuss,18.795.996,2.062,0,53.232,134615426,ecemeow,17.215.457,534.608,4.591,78.166,134615426,ecemeow,17.215.457,,,
134400807,ⁿᵛᵃmukan,18.778.423,521.404,6.609,393.435,134636652,JUM0NG,17.160.702,1.448.934,16.542,3.407,134636652,JUM0NG,17.160.702,,,
133848982,huyhih,18.721.511,175.375,4.699,353.597,134310739,ggyudi88,17.120.911,262.632,862,9.365,134310739,ggyudi88,17.120.911,,,
133861171,ᴮᴾMartiN,18.635.616,2.210.978,86.083,459.609,134025208,ᴮᶠHanoiMage,17.101.860,1.653.426,2.867,411.804,134025208,ᴮᶠHanoiMage,17.101.860,,,
134661263,JIHYOOO,18.665.267,1.971.830,288.569,800.771,134621549,ZookIII,17.068.856,64.633,141,233.838,134621549,ZookIII,17.068.856,,,
134631965,ᴮᴴRiseJesus,18.624.424,201.143,2.154,41.842,133848982,huyhih,17.061.834,159.763,0,197.268,133848982,huyhih,17.061.834,,,
133840350,Alissan,18.621.687,1.515.150,38.968,872.969,134653993,HP23G,17.045.078,49.962,0,35.171,134653993,HP23G,17.045.078,,,
134301155,ᴮᴰDariusss,18.614.856,1.286.539,187.280,189.499,134398283,TxT CAT,17.050.638,201.601,0,311.212,134398283,TxT CAT,17.050.638,,,
133883395,ᴮᴴ Forever,18.612.243,2.556.270,75.047,1.073.529,134397605,ᴮˢRudd,17.038.171,392.441,6.562,111.503,134397605,ᴮˢRudd,17.038.171,,,
134386474,亗rimuruツ亗,18.593.345,1.879.102,9.371,107.938,134571102,Cam1469,17.024.352,344.133,18.212,114.363,134571102,Cam1469,17.024.352,,,
134362468,JackWrld,18.591.769,289.502,40.486,196.772,134753792,Doãn Hào,16.988.527,125.310,403,94.129,134753792,Doãn Hào,16.988.527,,,
134636652,JUM0NG,18.554.551,1.971.199,135.900,3.725,134567621,Chrollo,16.984.593,491.977,0,76.106,134567621,Chrollo,16.984.593,,,
134126764,ᴬᵏTнoмz1q,18.532.450,818.444,112.320,239.468,134632570,Aaron Stone,16.938.483,3.638,0,154.811,134632570,Aaron Stone,16.938.483,,,
133874181,Kattya Cuteee,18.488.727,294.461,527,63.370,134301155,dariussssss,16.933.041,334.377,0,74.795,134301155,dariussssss,16.933.041,,,
134360164,ᴮᶠHuxi,18.472.711,1.202.124,73.949,232.397,134408458,ʷʷᶜAstrø,16.930.488,76.305,36,34.654,134408458,ʷʷᶜAstrø,16.930.488,,,
134336088,xiard,18.408.987,8.842,0,51.380,134262621,ᴮᴹGreeɲ,16.868.866,1.130.324,2.437,170.940,134262621,ᴮᴹGreeɲ,16.868.866,,,
134411166,JayBone,18.406.799,48.628,0,0,133650665,ᴮᴴKaraax1er,16.851.783,891.216,7.030,30.264,133650665,ᴮᴴKaraax1er,16.851.783,,,
134105075,VanillaSky,18.263.463,1.970.649,11.953,302.061,134534870,ᴮᴾDonnyX,16.831.721,206.645,0,21.557,134534870,ᴮᴾDonnyX,16.831.721,,,
134364134,ᴮᴹĐạiPhu,18.211.863,957.428,32.583,284.261,107986492,ChaosSoull,16.822.803,863.859,212.867,912.389,107986492,ChaosSoull,16.822.803,,,
134107306,ᴮᴾTank,18.202.913,261.035,260,406.932,135465460,ᴮˢCheerful,16.946.096,143.477,4.044,77.014,135465460,ᴮˢCheerful,16.946.096,,,
134266071,Thống đốc134266071,18.116.544,1.176.317,11.933,1.934.658,134074634,GoJiBerry F,16.759.766,357.715,0,35.510,134074634,GoJiBerry F,16.759.766,,,
133760977,AONSONICZ,18.084.549,614.768,0,559.334,133872978,Kun162,16.722.380,2.392.615,5.921,142.980,133872978,Kun162,16.722.380,,,
134390037,ᴮᴴButcher,18.072.672,1.476.970,13.567,668.819,134074644,ÏśÏśś,16.690.199,720.626,0,46.814,134074644,ÏśÏśś,16.690.199,,,
134567621,Chrollo,18.054.027,491.978,0,76.106,133861171,ᴮᴾMartiN,16.678.248,1.716.279,15.848,452.397,133861171,ᴮᴾMartiN,16.678.248,,,
134400553,SANTORxGOD,18.044.188,4.535.203,264.857,658.921,134378361,brafis,16.685.990,175.335,0,180.368,134378361,brafis,16.685.990,,,
133584303,kuboy030305,17.999.266,398.521,256,193.223,133980532,Bs Davy 1st,16.685.440,423.603,1.137,43.500,133980532,Bs Davy 1st,16.685.440,,,
134380674,Jepujee,17.942.083,30.168,4.738,16.317,134599678,VN Gà Con,16.638.132,427.844,6.472,482.459,134599678,VN Gà Con,16.638.132,,,
134389309,Trojan Bear,17.904.666,418.189,81.864,235.785,134109485,ᴮᴾ KING CR7,16.629.679,778.749,0,124.742,134109485,ᴮᴾ KING CR7,16.629.679,,,
134647667,ᴮᴴ Phala,17.868.532,1.307.825,25.735,563.019,134126764,ᴬᵏTнoмz1q,16.622.603,67.781,0,75.420,134126764,ᴬᵏTнoмz1q,16.622.603,,,
138376945,ᴮᶠUrbanus,17.881.090,1.039.480,78.542,139.997,133811539,ˣᴸMore,16.595.491,997.031,1.030,552.220,133811539,ˣᴸMore,16.595.491,,,
119862809,ᴮᴹSpaise,17.855.315,474.307,79.725,454.880,134408900,Andrómaca XXI,16.683.073,110.067,0,245.987,134408900,Andrómaca XXI,16.683.073,,,
134583588,Chảy Nhỏ,17.852.899,353.372,0,90.526,134336088,xiard,16.602.202,8.842,0,51.380,134336088,xiard,16.602.202,,,
134365640,Killjoy the 5th,17.826.911,206.846,66.120,399.921,134411166,JayBone,16.789.017,23.081,0,0,134411166,JayBone,16.789.017,,,
134050764,ᴮᴴMonkey HC,17.776.663,148.241,7.072,37.938,134404176,Supersoldier,16.580.748,13.901,0,0,134404176,Supersoldier,16.580.748,,,
133872978,ᴮᴴKUN,17.742.478,2.424.142,5.921,142.980,134210062,ᴮᴹHeliosys,16.563.424,470.088,1.558,113.155,134210062,ᴮᴹHeliosys,16.563.424,,,
109847627,Mèlıødaś,17.707.114,1.053.750,22.289,139.267,134400777,LightningDRAGON,16.551.732,223.265,0,390.187,134400777,LightningDRAGON,16.551.732,,,
134390579,HansenR,17.699.595,463.817,33.825,182.665,106253753,ᴸᵂEren,16.530.018,487.987,82.723,2.520.807,106253753,ᴸᵂEren,16.530.018,,,
133772054,Stormy Gale,17.675.345,133.649,0,194.902,134600992,ԍʀᴇʏ,16.509.300,300.828,321,185.302,134600992,ԍʀᴇʏ,16.509.300,,,
134364133,hirtzbach,17.644.569,7.073,0,0,102870203,BlackMentholฺ,16.449.177,115.730,178,814.838,102870203,BlackMentholฺ,16.449.177,,,
134380018,kontolkau,17.639.919,1.258.358,539,317.516,134462242,ᴮᴹDurtyGurl,16.760.893,234.791,98,38.005,134462242,ᴮᴹDurtyGurl,16.760.893,,,
134402360,OaksLastPokemon,17.612.322,15.392,0,0,134592039,ヤkiruu,16.423.677,899.161,42.621,352.453,134592039,ヤkiruu,16.423.677,,,
133623564,ᴮᶠFørsetī,17.653.127,2.959.184,256.732,511.758,133649035,ᴮᴴBelugaaID,16.365.696,1.940.343,18.136,1.202.462,133649035,ᴮᴴBelugaaID,16.365.696,,,
134636369,HaleyAsHecc,17.582.958,398.622,0,48.201,134631965,ᴮᴹ Jesus,16.378.542,135.116,151,34.879,134631965,ᴮᴹ Jesus,16.378.542,,,
134410899,ᴮᶠOssi,17.563.009,847.327,55.390,253.728,134431852,nghèo tình,16.339.922,342.781,3.441,441.071,134431852,nghèo tình,16.339.922,,,
134428900,ᴮᴹLogin,17.551.812,432.931,4.390,281.477,43049938,ᴮᴾPython,16.314.545,805.919,3.865,547.761,43049938,ᴮᴾPython,16.314.545,,,
134363311,Xtreme,17.504.213,112.165,0,304.570,134280296,ᶜⁿGreathans,16.382.157,56.189,0,101.380,134280296,ᶜⁿGreathans,16.382.157,,,
133432127,SimplyDoiT,17.471.314,480.782,12.990,182.742,134428900,ᴮᴹLogin,16.262.055,425.501,4.390,280.491,134428900,ᴮᴹLogin,16.262.055,,,
134696540,ᴮᶠOneLch,17.413.615,2.259.880,141.606,407.079,122002877,LethaLgeek,16.235.007,308.922,1.292,1.037.546,122002877,LethaLgeek,16.235.007,,,
77704512,new gerat,17.397.241,575.471,92.640,608.984,134625080,Jadey,16.223.176,277.418,0,25.648,134625080,Jadey,16.223.176,,,
134284289,ᴮᶠ龍 MIKE,17.465.433,65.597,0,224.216,133840350,Alissan,16.209.757,927.896,0,673.895,133840350,Alissan,16.209.757,,,
134623889,JOHN WlCK,17.390.035,96.175,1.456,39.873,134107260,ᴮᴹGinny,16.171.161,329.543,5.507,897,134107260,ᴮᴹGinny,16.171.161,,,
133885747,Thống đốc133885747,17.325.957,373.436,15.607,128.305,134370135,ᴮᴾRedbeard,16.141.733,225.150,0,29.729,134370135,ᴮᴾRedbeard,16.141.733,,,
134671418,メƁảʚʷ,17.282.900,484.105,4.198,133.780,134450566,ᴮᶠDodo,16.113.309,350.998,0,257.177,134450566,ᴮᶠDodo,16.113.309,,,
107986492,hAkuNtulGnaS,17.145.145,1.686.690,557.743,1.032.323,134583588,Chảy Nhỏ,16.088.661,311.409,0,74.253,134583588,Chảy Nhỏ,16.088.661,,,
134593952,Friiedel,17.208.258,193.382,20.948,21.088,134364133,hirtzbach,16.067.181,0,0,0,134364133,hirtzbach,16.067.181,,,
134625080,I quit Jadey,17.208.773,277.418,0,25.648,133815225,CanarD BoiTeuX,16.060.077,671.362,3.480,384.339,133815225,CanarD BoiTeuX,16.060.077,,,
134012338,Jervan,17.129.623,245.243,41.981,200.456,134407645,ᴮᴾLanceNatz,16.037.371,298.942,80.404,1.343.481,134407645,ᴮᴾLanceNatz,16.037.371,,,
134310739,ggyudi88,17.120.911,262.632,862,9.365,134579801,亗WHITË亗,16.025.455,3.998.491,37.579,584.480,134579801,亗WHITË亗,16.025.455,,,
134425028,pieterman878,17.100.221,84.447,14.928,173.872,134671418,メƁảʚʷ,15.974.901,447.692,4.198,133.780,134671418,メƁảʚʷ,15.974.901,,,
102870203,BlackMentholฺ,17.082.483,115.730,178,814.838,134206683,XxAnnaaxX,15.972.885,2.620.067,11.811,953.554,134206683,XxAnnaaxX,15.972.885,,,
134414017,ᴮˢTF994,17.046.856,377.826,81.472,11.553,134479124,gibacanoasrs,15.939.684,658.087,38.168,183.908,134479124,gibacanoasrs,15.939.684,,,
133588304,ᴮᴴZombrAL,17.034.634,1.995.390,60.047,870.296,134386474,ᴮᴰ asuraツ,15.922.431,708.745,0,107.099,134386474,ᴮᴰ asuraツ,15.922.431,,,
134301734,ᴮᵐSenator,16.973.260,92.281,0,96.283,133584303,kuboy030305,15.896.112,92.718,0,193.223,133584303,kuboy030305,15.896.112,,,
106253753,ᴸᵂEren,16.935.876,487.987,82.723,2.520.807,133615296,khanhbipro,15.892.445,64.681,0,153.200,133615296,khanhbipro,15.892.445,,,
134530265,ᴮᶠLuummaa,16.933.078,2.290.633,117.935,248.402,133772054,Stormy Gale,15.922.525,130.973,0,194.902,133772054,Stormy Gale,15.922.525,,,
134437801,HaserHUN,16.906.745,62.191,0,130.756,33624370,ᶜⁿK4PG4N,15.815.869,326.453,0,468.942,33624370,ᶜⁿK4PG4N,15.815.869,,,
133983610,Héphaïstøs,16.911.971,86.052,7.287,207.368,134379923,LOORD ABN,15.774.289,170.936,0,77.520,134379923,LOORD ABN,15.774.289,,,
134514397,BaNg Lii,16.876.027,1.585.976,26.636,189.576,133432127,SimplyDoiT,15.758.471,384.782,2.256,12.293,133432127,SimplyDoiT,15.758.471,,,
134344890,FrSellig,17.261.005,2.952.917,285.399,257.164,133780388,ᴮᴴSpeed,15.744.892,1.846.169,5.529,651.765,133780388,ᴮᴴSpeed,15.744.892,,,
134417449,ᴮᶠSabX,16.835.073,3.421.142,362.323,654.426,134410899,ᴮᶠOssi,15.733.261,474.756,0,134.571,134410899,ᴮᶠOssi,15.733.261,,,
134395981,UAE79,16.798.105,22.147,0,66.711,133760878,ᴮᴴ Senji,15.723.869,229.417,9.642,144.084,133760878,ᴮᴴ Senji,15.723.869,,,
134360188,ʷʷᶜMagnus,16.797.285,192.552,20.358,15.891,133829621,ᴮᴾIRONTOBI,15.722.859,319.882,354,94.477,133829621,ᴮᴾIRONTOBI,15.722.859,,,
134368036,ᴮᴰSmokeWeed,16.774.164,179.833,51.484,88.793,134363311,Xtreme,15.680.302,97.508,0,304.570,134363311,Xtreme,15.680.302,,,
134074634,GoJiBerry F,16.759.766,357.715,0,35.510,134070655,ᴮᴹМаpгo,15.629.977,228.924,0,165.574,134070655,ᴮᴹМаpгo,15.629.977,,,
134238309,dogSoldier,16.734.611,1.555.190,47.011,299.893,134196113,PutriSambo,15.594.071,900.682,9.420,193.008,134196113,PutriSambo,15.594.071,,,
134460409,Ronchon92,16.667.172,151.855,8.845,39.302,134449710,ᴮᶠBossMan06,15.581.249,8.780,0,17.775,134449710,ᴮᶠBossMan06,15.581.249,,,
134109485,ᴮᴾ KING CR7,16.655.091,778.749,0,124.742,134638243,Lj98,15.550.330,58.739,0,134.583,134638243,Lj98,15.550.330,,,
134373889,ᴮᶠAmi,16.615.664,525.989,26.003,144.658,133973877,ᴮᴴToniLeBG,15.551.055,253.554,5.920,1.079.172,133973877,ᴮᴴToniLeBG,15.551.055,,,
134210062,ᴮᴹHeliosys,16.611.310,471.079,55.151,581.815,133616564,ViXi13,15.544.576,334.840,776,386.411,133616564,ViXi13,15.544.576,,,
134219191,Mr Wettnic,16.606.550,213.651,10.170,5.660,133671227,Aztral,15.534.838,474.773,6.865,78.687,133671227,Aztral,15.534.838,,,
134415071,Bh Bé Diễm,16.581.060,262.374,0,365,133858338,ᴮᴹPILOT,15.531.653,525.816,6.533,239.185,133858338,ᴮᴹPILOT,15.531.653,,,
133493851,ᴮᴹ Eddy Bro,16.525.476,59.619,15,207.281,133588304,ᴮᴾZombral,15.778.935,1.659.982,20.487,769.044,133588304,ᴮᴾZombral,15.778.935,,,
133858338,ᴮᴹPILOT,16.510.439,1.206.182,74.267,687.042,133623564,ᴮᶠFørsetī,15.519.170,1.371.051,558,215.980,133623564,ᴮᶠFørsetī,15.519.170,,,
134370135,ᴮᴾRedbeard,16.490.357,225.150,0,29.729,119862809,ᴮᴹSpaise,15.472.747,404.534,62.582,407.991,119862809,ᴮᴹSpaise,15.472.747,,,
133736332,WARWAR74,16.482.440,146.849,13.492,137.221,134360164,ᴮᶠHuxi,15.450.335,199.028,0,29.930,134360164,ᴮᶠHuxi,15.450.335,,,
134680806,Moldova,16.431.318,298.993,5.447,654.994,134389309,Trojan Bear,15.463.156,17.019,0,65.375,134389309,Trojan Bear,15.463.156,,,
134446499,TríchSài,16.396.230,43.395,0,19.009,133764307,FloK1,15.396.173,1.948.692,98.017,165.740,133764307,FloK1,15.396.173,,,
134638243,Lj98,16.314.317,318.375,59.647,391.325,134656968,Lady Faye,15.435.490,21.539,0,0,134656968,Lady Faye,15.435.490,,,
134315126,SNICK,16.317.029,990.565,31.282,253.103,133762177,ᴮᴴDarkLady,15.396.799,17.464,0,822,133762177,ᴮᴴDarkLady,15.396.799,,,
133815225,CanarD BoiTeuX,16.315.485,671.362,3.480,384.339,134571433,Lunatic149,15.358.640,255.802,1.168,40.565,134571433,Lunatic149,15.358.640,,,
43049938,ᴮᴾPython,16.314.545,805.919,3.865,547.761,134414017,ᴮˢTF994,15.305.800,299.974,5.052,11.553,134414017,ᴮˢTF994,15.305.800,,,
134441078,ᴮᶠAtom,16.310.477,412.681,24.419,191.893,134238309,dogSoldier,15.293.600,1.290.089,0,244.252,134238309,dogSoldier,15.293.600,,,
134450789,T i t u s,16.191.091,78.120,2.363,79.784,116987593,DieuZaken,15.272.608,253.835,98,42.507,116987593,DieuZaken,15.272.608,,,
133829621,ᴮᴾIRONTOBI,16.158.962,319.882,354,94.477,134447394,ChengShin,15.259.869,36.944,1.255,190.852,134447394,ChengShin,15.259.869,,,
134410731,ᴮᶠ CenaThor,16.101.984,159.068,0,113.090,134530265,ᴮᶠLuummaa,15.233.992,669.667,748,131.293,134530265,ᴮᶠLuummaa,15.233.992,,,
134415883,blackhole90,16.091.411,180.401,0,34.203,134344890,FrSellig,15.224.723,1.750.381,22.068,83.919,134344890,FrSellig,15.224.723,,,
133615296,khanhbipro,16.028.115,64.681,0,153.200,133736332,WARWAR74,15.179.031,145.365,13.492,137.221,133736332,WARWAR74,15.179.031,,,
134447394,ChengShin,16.010.184,36.944,1.255,190.852,134402360,OaksLastPokemon,15.142.814,15.392,0,0,134402360,OaksLastPokemon,15.142.814,,,
134206683,XxAnnaaxX,16.001.885,2.620.067,11.811,953.554,134416793,ᴮᴹManhgia,15.168.800,1.040.039,24.705,320.193,134416793,ᴮᴹManhgia,15.168.800,,,
134633024,Viper5210,15.993.498,109.625,286,21.291,133762071,Thylacoco,15.157.774,676.683,0,54.706,133762071,Thylacoco,15.157.774,,,
134653635,Moderation93,15.942.233,44.836,306,6.764,134395981,UAE79,15.112.030,22.147,0,66.711,134395981,UAE79,15.112.030,,,
134416061,Inaru,15.896.925,50.887,0,7.434,133885747,Thống đốc133885747,15.033.638,139.817,370,15.054,133885747,Thống đốc133885747,15.033.638,,,
133859625,VN Buggy,15.861.758,1.110.774,4.040,131.646,133899463,Cat 魔鬼,15.016.997,1.240.543,9.150,162.722,133899463,Cat 魔鬼,15.016.997,,,
133899463,Cat 魔鬼,15.837.243,2.196.247,167.351,763.275,134390579,HansenR,15.046.933,243.388,11.485,51.734,134390579,HansenR,15.046.933,,,
134255585,without a name,15.825.383,137.043,11.173,525.506,134371020,Tshiesty123,15.416.090,19.228,214,22.871,134371020,Tshiesty123,15.416.090,,,
33624370,ᶜⁿK4PG4N,15.815.869,326.453,0,468.942,134432628,Hoa MặtTrời,14.925.040,283.149,0,343.767,134432628,Hoa MặtTrời,14.925.040,,,
134399895,Tempest Wolf,15.782.343,169.255,1.085,37.190,134416951,ᴮᴰ Agostini,14.921.049,189.749,2,189.828,134416951,ᴮᴰ Agostini,14.921.049,,,
116987593,DieuZaken,15.769.120,253.835,98,42.507,134366614,ᶜⁿScuzz,14.846.806,45.005,0,42.901,134366614,ᶜⁿScuzz,14.846.806,,,
134350655,Empereur Sun Zi,15.744.454,51.444,10.085,14.523,134425028,pieterman878,14.867.189,11.318,0,57.231,134425028,pieterman878,14.867.189,,,
134400962,Godfather1,15.751.512,164.212,299,64.141,134434868,MicroBaby,14.765.298,47.887,406,109.021,134434868,MicroBaby,14.765.298,,,
133814773,Louisd06600,15.749.578,315.497,1.606,93.881,134365640,Killjoy the 5th,14.748.637,64.017,0,178.391,134365640,Killjoy the 5th,14.748.637,,,
133760878,ᴮᴴ Senji,15.723.869,229.417,9.642,144.084,133709389,ᴮᴾKenSaito,14.747.955,450.971,339,277.392,133709389,ᴮᴾKenSaito,14.747.955,,,
134416793,ᴮᴹManhgia,15.664.128,1.629.863,186.987,533.945,134362882,ZeLヅ,14.733.218,59.753,0,40.871,134362882,ZeLヅ,14.733.218,,,
134403821,Crystal King 9,15.664.510,117.435,5.091,363.860,133983610,Løuis,14.725.464,7.708,0,30.258,133983610,Løuis,14.725.464,,,
134371020,Tshiesty123,15.652.315,19.228,214,22.871,133663366,ᴷᴮArcher,14.720.197,2.143.816,36.375,339.989,133663366,ᴷᴮArcher,14.720.197,,,
134376314,SeçkiN,15.649.123,76.684,5.970,444.942,134416061,Inaru,14.702.311,50.887,0,7.434,134416061,Inaru,14.702.311,,,
134418488,Brutumis,15.630.918,144.400,10.901,107.586,134680806,Moldova,14.701.146,247.338,0,614.112,134680806,Moldova,14.701.146,,,
133399260,Saînt PH,15.628.464,323.015,3.400,72.625,134397468,ᴮᴰGiovane,14.698.684,205.937,760,165.625,134397468,ᴮᴰGiovane,14.698.684,,,
134196113,PutriSambo,15.606.827,1.165.313,14.658,275.932,134400962,Godfather1,14.700.489,164.212,299,64.141,134400962,Godfather1,14.700.489,,,
134024500,ᴮᶠBichii,15.633.168,1.062.372,90.252,331.286,134400553,SANTORxGOD,14.674.889,1.907.431,29.726,614.382,134400553,SANTORxGOD,14.674.889,,,
134589592,FREDY DER ROTE,15.582.031,411.082,23.757,265.914,133493851,ᴮᴹ Eddy Bro,14.648.831,47.783,0,207.281,133493851,ᴮᴹ Eddy Bro,14.648.831,,,
133671227,Aztral,15.568.038,474.773,6.865,78.687,134588386,乂GÏN乂,14.633.314,577.054,2.096,10.579,134588386,乂GÏN乂,14.633.314,,,
134009363,ᴮᴹDuker,15.542.117,576.551,60.656,243.097,134284289,ᴮᶠ龍 MIKE,14.632.455,43.956,0,220.960,134284289,ᴮᶠ龍 MIKE,14.632.455,,,
133647539,ᴮᴾAisha,15.527.610,98.035,0,0,133399260,Saînt PH,14.578.679,278.238,987,72.625,133399260,Saînt PH,14.578.679,,,
133709389,Boss mabieee,15.526.515,650.712,18.889,289.359,134582183,ᶜˢPhiDz01,14.522.694,57.139,0,90.015,134582183,ᶜˢPhiDz01,14.522.694,,,
6666588,Meg47StoRm,15.452.326,10.469,0,17.785,133739928,TIEO Vietnamme,14.470.080,78.730,0,271.403,133739928,TIEO Vietnamme,14.470.080,,,
134362882,ZeLヅ,15.449.734,118.442,0,42.981,134460409,Ronchon92,14.485.904,70.553,0,13.131,134460409,Ronchon92,14.485.904,,,
134571433,Lunatic149,15.448.287,811.242,64.748,736.131,134362468,JackWrld,14.439.240,51.761,536,175.170,134362468,JackWrld,14.439.240,,,
134395491,Piggy50,15.406.379,99.853,0,35.453,133814773,Louisd06600,14.384.744,309.210,1.606,93.881,133814773,Louisd06600,14.384.744,,,
134205577,ziquid,15.395.649,260.128,15.953,79.392,133621952,ᴮᴾ KuZan,14.361.780,49.123,0,204.572,133621952,ᴮᴾ KuZan,14.361.780,,,
134403845,RED MACUBAY,15.393.561,490.407,57.124,381.963,134380674,Jepujee,14.345.957,3.744,0,16.317,134380674,Jepujee,14.345.957,,,
134555162,ᴮᶠMalphas,15.402.624,34.160,0,77.559,134009363,ᴮᴹDuker,14.359.107,445.867,3.052,186.829,134009363,ᴮᴹDuker,14.359.107,,,
133621952,ᴮᴾ KuZan,15.311.486,49.123,0,204.572,133737841,ᴮᴹShinobu97,14.351.076,736.874,3.583,242.641,133737841,ᴮᴹShinobu97,14.351.076,,,
134354188,SultanUZB,15.310.715,320.942,0,349.423,133859625,VN Buggy,14.348.918,1.080.670,1.857,131.646,133859625,VN Buggy,14.348.918,,,
95022941,ʆuɑɳɑ,15.238.985,511.190,48.259,784.873,133827517,HausamSee,14.345.898,340.225,11.294,213.105,133827517,HausamSee,14.345.898,,,
134579801,亗WHITË亗,15.221.907,6.997.348,515.234,1.216.872,134039865,ᴮᴹDave,14.344.706,291.357,0,235.505,134039865,ᴮᴹDave,14.344.706,,,
134401440,wong Fei Hung,15.180.614,137.902,0,255.706,134372825,Andy Boffaren,14.334.489,1.224.064,18.332,542.400,134372825,Andy Boffaren,14.334.489,,,
134328011,Moto702,15.083.531,217.531,19.296,93.228,134437801,HaserHUN,14.298.262,18.721,0,60.604,134437801,HaserHUN,14.298.262,,,
134423758,Gormann,15.063.664,78.822,295,123.815,134389231,ᴮˢNewF2pChar,14.270.940,4.520,0,0,134389231,ᴮˢNewF2pChar,14.270.940,,,
133763420,legend d sunset,15.075.761,280.577,5.052,149.483,131903380,NixxieLace,14.259.286,439.644,9.034,224.139,131903380,NixxieLace,14.259.286,,,
134194372,東川王,15.073.996,23.517,0,1.699,134441078,ᴮᶠAtom,14.260.493,164.224,0,81.797,134441078,ᴮᶠAtom,14.260.493,,,
134387718,暗闇Kurayami,15.067.501,89.384,0,187.567,134593952,Friiedel,14.248.212,19.119,3.105,4.938,134593952,Friiedel,14.248.212,,,
134353147,احمد هواش,15.034.836,162.543,0,1.030.975,134442736,Ty Bf68,14.152.795,1.286.339,4.887,428.484,134442736,Ty Bf68,14.152.795,,,
134009204,ฬën d҉igø,15.026.103,704.564,51.396,746.641,134219191,ᴮˢ Niclas,14.142.605,134.702,0,5.660,134219191,ᴮˢ Niclas,14.142.605,,,
134370984,Couscous du 93,15.018.027,90.240,35.754,380.076,77704512,new gerat,14.137.656,190.407,0,565.147,77704512,new gerat,14.137.656,,,
134414739,dhenov,15.005.661,106.495,0,221.649,138376945,ᴮᶠUrbanus,14.137.270,146.467,0,8.303,138376945,ᴮᶠUrbanus,14.137.270,,,
134362803,BF68 Angel1ton,14.959.269,188.494,42.988,417.533,62965280,ANuBiSss,14.160.404,776.653,12.724,981.910,62965280,ANuBiSss,14.160.404,,,
133663366,ᴷᴮArcher,14.945.083,2.210.175,36.375,339.989,134315126,SNICK,14.132.732,570.266,10.582,206.969,134315126,SNICK,14.132.732,,,
133423514,MomArisa,14.886.292,349.753,719,207.421,134373889,ᴮᶠAmi,14.238.870,246.535,0,18.915,134373889,ᴮᶠAmi,14.238.870,,,
134317084,Clarke73,14.846.888,47.496,0,257.994,134623889,JOHN WlCK,14.087.798,54.092,0,39.873,134623889,JOHN WlCK,14.087.798,,,
134666528,Ad7mai007,14.828.601,1.038.856,53.968,294.809,134368036,ᴮᴰSmokeWeed,14.043.024,30.609,0,54.302,134368036,ᴮᴰSmokeWeed,14.043.024,,,
135684534,1995 rasec,14.826.928,1.791.950,100.107,759.606,134410731,ᴮᶠ CenaThor,14.042.344,134.202,0,111.929,134410731,ᴮᶠ CenaThor,14.042.344,,,
134656968,Lady Faye,14.806.695,64.403,0,0,133797514,Mirage G4 GLS,14.042.176,410.205,0,322.476,133797514,Mirage G4 GLS,14.042.176,,,
136143515,Mephedrones,14.688.465,39.380,0,28.038,134012338,Jervan,14.019.635,13.667,0,30.855,134012338,Jervan,14.019.635,,,
134120018,VMN Tonder,14.682.721,36.117,0,123.795,134009204,ฬën d҉igø,14.013.560,648.411,3.825,114.786,134009204,ฬën d҉igø,14.013.560,,,
135571863,Nunamaker,14.572.754,189.073,149,95.201,109847627,火 Anger,13.991.727,1.053.186,22.289,139.267,109847627,火 Anger,13.991.727,,,
135557589,HeccinHal,14.558.618,15.953,0,3.224,134120018,VMN Tonder,13.939.770,34.596,0,123.795,134120018,VMN Tonder,13.939.770,,,
134582183,ᶜˢPhiDz01,14.562.994,57.139,0,90.015,134375775,DOBERMANFURRY,13.954.934,28.593,0,0,134375775,DOBERMANFURRY,13.954.934,,,
134447261,ᶜⁿLady Alia,14.557.616,49.054,0,113.299,133480231,ᴮᴾjesussss1,13.939.792,45.295,5.471,206.347,133480231,ᴮᴾjesussss1,13.939.792,,,
